temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°)
13.2,0.0,0.0,37.0,20.0,31.0,0.0,21.4,167.0
12.6,0.0,0.0,100.0,100.0,88.0,0.0,14.4,202.0
11.3,0.0,0.0,81.0,51.0,58.0,0.0,19.4,239.0
10.2,0.0,0.0,17.0,16.0,4.0,0.0,22.4,246.0
9.6,0.0,0.0,7.0,8.0,0.0,0.0,22.5,250.0
9.0,0.0,0.0,13.0,14.0,0.0,0.0,21.7,265.0
8.1,0.0,0.0,15.0,17.0,0.0,0.0,19.5,274.0
8.0,0.0,0.0,1.0,0.0,1.0,0.0,16.6,275.0
7.6,0.0,0.0,23.0,6.0,30.0,0.0,14.4,270.0
7.7,0.0,0.0,65.0,11.0,92.0,0.0,14.1,267.0
7.2,0.0,0.0,100.0,60.0,100.0,0.0,14.8,267.0
6.7,0.0,0.0,86.0,39.0,85.0,0.0,15.9,273.0
6.2,0.0,0.0,61.0,16.0,77.0,0.0,16.2,273.0
6.1,0.0,0.0,79.0,25.0,89.0,10.0,13.7,275.0
5.9,0.0,0.0,58.0,0.0,92.0,9.0,14.8,269.0
5.9,0.0,0.0,78.0,5.0,94.0,57.0,18.0,271.0
6.1,0.0,0.0,67.0,18.0,57.0,55.0,19.2,275.0
6.7,0.0,0.0,57.0,51.0,15.0,7.0,22.8,286.0
7.5,0.0,0.0,100.0,77.0,63.0,0.0,21.5,279.0
8.0,0.0,0.0,100.0,92.0,98.0,0.0,21.2,270.0
7.8,0.0,0.0,100.0,99.0,99.0,0.0,22.0,266.0
7.6,0.0,0.0,100.0,53.0,96.0,18.0,22.0,265.0
7.5,0.0,0.0,100.0,41.0,88.0,96.0,23.1,265.0
7.1,0.0,0.0,100.0,31.0,99.0,92.0,23.1,267.0
6.8,0.0,0.0,100.0,40.0,97.0,73.0,22.3,267.0
6.3,0.0,0.0,73.0,14.0,99.0,2.0,18.8,273.0
5.5,0.2,0.2,65.0,7.0,98.0,0.0,16.7,264.0
5.2,0.0,0.0,69.0,13.0,96.0,0.0,15.0,260.0
5.2,0.0,0.0,65.0,9.0,95.0,0.0,15.6,262.0
5.3,0.0,0.0,44.0,20.0,44.0,0.0,14.8,264.0
5.0,0.0,0.0,1.0,0.0,2.0,0.0,15.2,266.0
4.8,0.0,0.0,0.0,0.0,0.0,0.0,15.2,263.0
4.2,0.0,0.0,0.0,0.0,0.0,0.0,15.2,263.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,262.0
3.6,0.0,0.0,9.0,9.0,1.0,0.0,16.3,264.0
3.7,0.0,0.0,18.0,1.0,28.0,0.0,15.6,262.0
3.7,0.0,0.0,40.0,0.0,66.0,0.0,14.8,256.0
3.8,0.0,0.0,70.0,71.0,10.0,0.0,13.0,242.0
3.7,0.0,0.0,81.0,90.0,0.0,0.0,14.3,242.0
4.2,0.0,0.0,88.0,92.0,9.0,0.0,18.1,249.0
4.9,0.0,0.0,32.0,35.0,0.0,0.0,20.2,266.0
5.7,0.0,0.0,90.0,100.0,0.0,0.0,20.0,278.0
7.2,0.0,0.0,90.0,100.0,0.0,0.0,20.0,277.0
8.1,0.0,0.0,90.0,100.0,0.0,0.0,19.2,275.0
8.9,0.0,0.0,90.0,100.0,0.0,0.0,18.8,274.0
9.8,0.0,0.0,90.0,100.0,0.0,0.0,17.3,272.0
10.2,0.0,0.0,89.0,99.0,0.0,0.0,16.6,270.0
10.8,0.0,0.0,73.0,81.0,0.0,0.0,15.9,265.0
11.3,0.0,0.0,48.0,53.0,0.0,0.0,17.2,260.0
10.9,0.0,0.0,38.0,41.0,2.0,0.0,11.9,272.0
10.9,0.0,0.0,9.0,9.0,2.0,0.0,7.2,276.0
10.5,0.0,0.0,0.0,0.0,0.0,0.0,7.2,264.0
9.9,0.0,0.0,0.0,0.0,0.0,0.0,7.2,252.0
9.4,0.0,0.0,2.0,0.0,4.0,0.0,7.3,237.0
8.7,0.0,0.0,50.0,0.0,83.0,0.0,4.8,243.0
8.6,0.0,0.0,61.0,0.0,100.0,2.0,3.7,241.0
8.2,0.3,0.3,60.0,0.0,100.0,0.0,1.8,79.0
8.0,0.8,0.8,57.0,0.0,95.0,0.0,4.0,85.0
7.7,0.1,0.1,61.0,0.0,96.0,10.0,5.0,120.0
7.3,0.8,0.8,69.0,5.0,97.0,21.0,4.1,105.0
7.2,0.4,0.4,90.0,24.0,100.0,28.0,4.0,360.0
6.7,0.9,0.9,100.0,99.0,100.0,22.0,8.0,5.0
6.4,1.1,1.1,100.0,88.0,100.0,6.0,9.6,77.0
6.4,1.2,1.2,61.0,4.0,95.0,0.0,10.4,56.0
6.7,0.3,0.3,75.0,45.0,57.0,0.0,13.7,357.0
7.1,0.0,0.0,100.0,82.0,97.0,0.0,12.4,8.0
6.7,0.0,0.0,100.0,90.0,95.0,26.0,12.6,358.0
7.0,0.0,0.0,100.0,98.0,86.0,9.0,9.5,351.0
6.7,0.3,0.3,100.0,99.0,100.0,2.0,9.0,323.0
6.6,0.7,0.7,100.0,99.0,100.0,63.0,13.2,299.0
6.2,0.7,0.7,100.0,90.0,99.0,72.0,14.5,305.0
6.4,0.4,0.4,100.0,55.0,87.0,0.0,16.1,310.0
7.2,0.1,0.1,86.0,56.0,60.0,0.0,16.9,308.0
7.2,0.0,0.0,76.0,42.0,64.0,0.0,18.2,308.0
7.0,0.0,0.0,10.0,0.0,17.0,0.0,19.3,307.0
6.4,0.0,0.0,0.0,0.0,0.0,0.0,20.5,308.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,306.0
5.6,0.0,0.0,0.0,0.0,0.0,0.0,20.4,302.0
4.8,0.0,0.0,0.0,0.0,0.0,0.0,19.8,299.0
4.6,0.0,0.0,0.0,0.0,0.0,0.0,17.9,298.0
3.9,0.0,0.0,0.0,0.0,0.0,0.0,17.1,292.0
3.7,0.0,0.0,0.0,0.0,0.0,0.0,17.0,291.0
3.6,0.0,0.0,0.0,0.0,0.0,0.0,17.6,293.0
3.4,0.0,0.0,0.0,0.0,0.0,0.0,17.4,292.0
3.2,0.0,0.0,2.0,2.0,0.0,0.0,17.3,293.0
3.2,0.0,0.0,0.0,0.0,0.0,0.0,17.1,298.0
3.3,0.0,0.0,0.0,0.0,0.0,0.0,16.6,297.0
3.9,0.0,0.0,0.0,0.0,0.0,0.0,21.0,305.0
4.4,0.0,0.0,31.0,34.0,0.0,0.0,24.1,321.0
5.4,0.0,0.0,0.0,0.0,0.0,0.0,22.0,322.0
7.2,0.0,0.0,25.0,28.0,0.0,0.0,21.5,322.0
8.3,0.0,0.0,68.0,58.0,27.0,0.0,21.5,322.0
9.1,0.0,0.0,85.0,57.0,56.0,0.0,21.7,320.0
9.7,0.0,0.0,49.0,0.0,81.0,0.0,21.4,316.0
10.1,0.0,0.0,53.0,0.0,89.0,0.0,22.1,316.0
10.1,0.0,0.0,50.0,0.0,83.0,0.0,22.7,316.0
10.3,0.0,0.0,17.0,2.0,25.0,0.0,22.7,317.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,19.3,315.0
8.4,0.0,0.0,8.0,9.0,0.0,0.0,17.6,317.0
7.7,0.0,0.0,7.0,5.0,4.0,0.0,16.7,323.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,16.1,331.0
6.9,0.0,0.0,0.0,0.0,0.0,0.0,14.7,335.0
5.9,0.0,0.0,0.0,0.0,0.0,0.0,13.7,333.0
5.6,0.0,0.0,0.0,0.0,0.0,0.0,12.4,330.0
5.1,0.0,0.0,0.0,0.0,0.0,0.0,10.7,320.0
4.6,0.0,0.0,0.0,0.0,0.0,0.0,10.7,310.0
4.4,0.0,0.0,0.0,0.0,0.0,0.0,11.2,303.0
4.2,0.0,0.0,0.0,0.0,0.0,0.0,11.6,300.0
3.9,0.0,0.0,2.0,0.0,0.0,5.0,12.6,301.0
4.2,0.0,0.0,14.0,0.0,0.0,48.0,13.0,304.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,304.0
5.5,0.0,0.0,2.0,0.0,0.0,6.0,9.8,306.0
6.8,0.0,0.0,9.0,0.0,0.0,31.0,9.2,309.0
8.5,0.0,0.0,16.0,0.0,0.0,54.0,8.6,303.0
11.0,0.0,0.0,17.0,0.0,0.0,57.0,9.8,306.0
11.7,0.0,0.0,6.0,0.0,0.0,21.0,10.9,304.0
12.4,0.0,0.0,6.0,0.0,0.0,19.0,11.0,302.0
13.1,0.0,0.0,7.0,0.0,0.0,22.0,10.8,300.0
14.1,0.0,0.0,5.0,0.0,0.0,18.0,10.8,300.0
14.8,0.0,0.0,17.0,0.0,0.0,58.0,11.3,301.0
14.9,0.0,0.0,27.0,0.0,0.0,89.0,11.3,301.0
14.4,0.0,0.0,29.0,0.0,0.0,98.0,8.6,303.0
14.0,0.0,0.0,26.0,0.0,0.0,88.0,6.4,286.0
13.4,0.0,0.0,28.0,0.0,0.0,93.0,7.4,293.0
12.5,0.0,0.0,23.0,0.0,0.0,77.0,9.5,307.0
11.9,0.0,0.0,19.0,0.0,0.0,62.0,11.0,319.0
11.0,0.0,0.0,21.0,0.0,0.0,69.0,12.1,330.0
10.4,0.0,0.0,9.0,0.0,0.0,30.0,12.2,336.0
9.1,0.0,0.0,0.0,0.0,0.0,0.0,11.1,335.0
9.1,0.0,0.0,0.0,0.0,0.0,0.0,10.2,328.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,9.5,331.0
7.9,0.0,0.0,10.0,0.0,0.0,32.0,8.5,332.0
6.8,0.0,0.0,9.0,0.0,0.0,29.0,7.2,333.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,315.0
6.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,300.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,4.5,299.0
10.1,0.0,0.0,0.0,0.0,0.0,0.0,4.3,294.0
10.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,300.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,313.0
13.9,0.0,0.0,0.0,0.0,0.0,0.0,8.7,322.0
14.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,323.0
15.4,0.0,0.0,1.0,0.0,0.0,3.0,8.4,317.0
15.4,0.0,0.0,1.0,0.0,0.0,3.0,7.1,311.0
14.6,0.0,0.0,0.0,0.0,0.0,0.0,4.7,302.0
17.1,0.0,0.0,0.0,0.0,0.0,0.0,1.8,281.0
15.9,0.0,0.0,0.0,0.0,0.0,0.0,9.0,151.0
14.2,0.0,0.0,0.0,0.0,0.0,0.0,12.1,157.0
13.3,0.0,0.0,0.0,0.0,0.0,0.0,12.3,165.0
12.2,0.0,0.0,0.0,0.0,0.0,0.0,10.5,172.0
11.3,0.0,0.0,0.0,0.0,0.0,0.0,8.6,180.0
10.1,0.0,0.0,0.0,0.0,0.0,0.0,7.8,193.0
9.8,0.0,0.0,0.0,0.0,0.0,0.0,6.4,207.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,6.3,211.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,205.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,5.1,219.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,3.5,294.0
6.7,0.0,0.0,0.0,0.0,0.0,0.0,4.7,351.0
6.6,0.0,0.0,0.0,0.0,0.0,0.0,6.7,16.0
6.8,0.0,0.0,0.0,0.0,0.0,0.0,10.7,33.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,9.2,48.0
10.3,0.0,0.0,0.0,0.0,0.0,0.0,7.9,66.0
11.7,0.0,0.0,0.0,0.0,0.0,0.0,7.3,79.0
13.5,0.0,0.0,0.0,0.0,0.0,0.0,7.6,87.0
14.3,0.0,0.0,0.0,0.0,0.0,0.0,7.9,93.0
14.9,0.0,0.0,0.0,0.0,0.0,0.0,8.4,100.0
15.6,0.0,0.0,0.0,0.0,0.0,0.0,9.1,108.0
15.7,0.0,0.0,0.0,0.0,0.0,0.0,10.6,125.0
15.9,0.0,0.0,0.0,0.0,0.0,0.0,12.8,130.0
15.3,0.0,0.0,0.0,0.0,0.0,0.0,13.7,135.0
13.7,0.0,0.0,0.0,0.0,0.0,0.0,12.8,140.0
13.3,0.0,0.0,0.0,0.0,0.0,0.0,11.2,140.0
12.1,0.0,0.0,8.0,0.0,0.0,27.0,9.6,146.0
11.3,0.0,0.0,26.0,0.0,0.0,85.0,8.9,153.0
10.8,0.0,0.0,28.0,0.0,0.0,92.0,7.7,169.0
10.1,0.0,0.0,30.0,0.0,0.0,100.0,6.5,174.0
10.0,0.0,0.0,30.0,0.0,0.0,99.0,7.6,172.0
9.3,0.0,0.0,29.0,0.0,0.0,98.0,8.0,175.0
9.5,0.0,0.0,30.0,0.0,0.0,99.0,8.3,178.0
8.7,0.0,0.0,29.0,0.0,0.0,95.0,8.2,157.0
8.1,0.0,0.0,24.0,0.0,0.0,80.0,7.4,137.0
7.9,0.0,0.0,3.0,0.0,0.0,11.0,8.7,156.0
8.2,0.0,0.0,6.0,0.0,0.0,19.0,5.4,90.0
7.7,0.0,0.0,15.0,0.0,0.0,50.0,4.7,90.0
9.1,0.0,0.0,11.0,0.0,0.0,36.0,4.5,104.0
11.1,0.0,0.0,30.0,0.0,0.0,100.0,5.3,118.0
13.0,0.0,0.0,30.0,0.0,0.0,100.0,8.1,135.0
15.1,0.0,0.0,30.0,0.0,0.0,100.0,10.7,138.0
15.8,0.0,0.0,31.0,1.0,0.0,99.0,14.2,144.0
16.5,0.0,0.0,34.0,4.0,1.0,100.0,16.8,149.0
16.4,0.0,0.0,35.0,6.0,0.0,100.0,17.8,148.0
16.4,0.0,0.0,46.0,16.0,3.0,100.0,17.4,146.0
16.0,0.0,0.0,72.0,24.0,34.0,100.0,16.3,137.0
15.7,0.0,0.0,100.0,20.0,94.0,100.0,14.1,128.0
14.4,0.0,0.0,100.0,28.0,92.0,100.0,10.4,124.0
14.0,0.0,0.0,100.0,57.0,96.0,100.0,10.5,117.0
13.3,0.0,0.0,100.0,88.0,100.0,100.0,12.0,106.0
13.2,0.0,0.0,100.0,54.0,100.0,100.0,12.0,97.0
12.9,0.3,0.3,100.0,64.0,99.0,100.0,12.2,88.0
12.3,0.5,0.5,100.0,58.0,100.0,100.0,12.3,83.0
12.1,0.5,0.5,100.0,76.0,100.0,100.0,13.4,84.0
11.7,0.5,0.5,100.0,54.0,100.0,100.0,13.3,87.0
11.7,0.4,0.4,100.0,88.0,100.0,100.0,14.8,90.0
11.5,0.7,0.7,100.0,100.0,100.0,99.0,16.6,95.0
11.5,0.3,0.3,100.0,100.0,100.0,98.0,17.3,102.0
11.6,0.9,0.9,100.0,99.0,95.0,86.0,17.4,108.0
12.0,1.1,1.1,100.0,100.0,99.0,93.0,15.5,87.0
12.2,2.1,2.1,100.0,100.0,94.0,87.0,17.3,86.0
12.6,2.0,2.0,100.0,100.0,81.0,74.0,15.9,87.0
12.9,1.9,1.9,100.0,100.0,90.0,77.0,14.0,90.0
13.3,0.9,0.9,100.0,100.0,90.0,34.0,12.6,103.0
14.0,1.2,1.2,100.0,100.0,59.0,24.0,12.6,117.0
14.6,0.5,0.5,100.0,100.0,25.0,1.0,14.1,109.0
14.8,0.0,0.0,100.0,100.0,31.0,16.0,14.8,96.0
15.0,0.0,0.0,100.0,100.0,15.0,95.0,13.6,107.0
14.6,1.0,1.0,100.0,100.0,2.0,94.0,11.5,136.0
14.5,0.0,0.0,100.0,100.0,0.0,91.0,8.9,153.0
14.4,0.0,0.0,100.0,100.0,1.0,94.0,5.3,152.0
14.7,0.0,0.0,100.0,100.0,1.0,89.0,4.5,76.0
14.3,0.0,0.0,100.0,100.0,3.0,94.0,5.7,72.0
13.5,0.0,0.0,100.0,100.0,5.0,86.0,5.6,75.0
13.4,0.0,0.0,100.0,100.0,5.0,90.0,4.3,66.0
13.8,0.1,0.1,100.0,100.0,7.0,93.0,3.6,90.0
13.5,0.2,0.2,100.0,100.0,16.0,88.0,0.8,63.0
13.4,0.2,0.2,100.0,100.0,32.0,75.0,2.2,279.0
13.3,0.0,0.0,100.0,100.0,43.0,69.0,2.6,254.0
13.2,0.0,0.0,100.0,97.0,47.0,75.0,4.8,283.0
13.4,0.0,0.0,100.0,99.0,73.0,97.0,8.0,288.0
13.8,0.0,0.0,100.0,86.0,46.0,91.0,11.8,301.0
13.3,0.0,0.0,77.0,70.0,9.0,29.0,14.8,304.0
13.5,0.0,0.0,41.0,43.0,3.0,0.0,12.6,290.0
13.2,0.0,0.0,8.0,9.0,0.0,0.0,13.7,284.0
13.7,0.0,0.0,5.0,6.0,0.0,0.0,14.3,282.0
13.4,0.0,0.0,10.0,11.0,0.0,0.0,17.4,292.0
13.7,0.0,0.0,20.0,22.0,0.0,0.0,18.9,291.0
14.5,0.0,0.0,14.0,16.0,0.0,0.0,19.0,289.0
15.2,0.0,0.0,1.0,1.0,0.0,0.0,18.6,292.0
16.0,0.0,0.0,21.0,23.0,0.0,0.0,19.9,290.0
16.7,0.0,0.0,37.0,41.0,0.0,0.0,20.3,287.0
17.2,0.0,0.0,82.0,84.0,11.0,0.0,19.7,285.0
17.9,0.0,0.0,77.0,71.0,22.0,0.0,18.4,287.0
18.4,0.0,0.0,98.0,93.0,23.0,0.0,14.6,286.0
17.2,0.0,0.0,0.0,0.0,0.0,1.0,7.9,273.0
18.2,0.0,0.0,4.0,2.0,1.0,4.0,7.5,253.0
18.1,0.0,0.0,5.0,4.0,0.0,3.0,8.2,255.0
16.1,0.0,0.0,4.0,0.0,0.0,13.0,7.2,276.0
15.6,0.0,0.0,25.0,0.0,0.0,82.0,6.1,298.0
14.0,0.0,0.0,29.0,0.0,0.0,96.0,5.6,320.0
13.6,0.0,0.0,32.0,0.0,3.0,100.0,5.5,337.0
12.6,0.0,0.0,54.0,0.0,40.0,100.0,5.5,11.0
12.4,0.0,0.0,67.0,0.0,62.0,99.0,6.6,45.0
12.4,0.0,0.0,76.0,0.0,79.0,96.0,7.8,68.0
12.3,0.0,0.0,77.0,2.0,90.0,69.0,9.4,72.0
11.6,0.0,0.0,70.0,1.0,73.0,84.0,9.4,72.0
11.7,0.0,0.0,87.0,0.0,95.0,99.0,9.5,81.0
11.4,0.1,0.1,93.0,5.0,98.0,98.0,8.6,57.0
11.7,0.2,0.2,86.0,12.0,89.0,72.0,8.9,69.0
11.8,0.7,0.7,84.0,0.0,93.0,94.0,12.1,73.0
12.0,0.7,0.7,91.0,2.0,99.0,100.0,13.7,93.0
11.8,1.0,1.0,100.0,17.0,98.0,99.0,13.8,97.0
11.7,0.9,0.9,90.0,30.0,77.0,55.0,15.0,100.0
11.8,0.7,0.7,100.0,80.0,76.0,5.0,12.1,102.0
11.9,0.8,0.8,100.0,87.0,94.0,0.0,8.4,80.0
11.7,0.9,0.9,100.0,100.0,67.0,32.0,8.0,63.0
11.8,0.4,0.4,100.0,100.0,34.0,39.0,10.2,45.0
11.4,0.2,0.2,99.0,100.0,9.0,12.0,11.7,34.0
11.4,0.0,0.0,100.0,100.0,14.0,6.0,7.8,22.0
11.4,0.0,0.0,98.0,100.0,11.0,4.0,5.8,360.0
11.2,0.0,0.0,100.0,98.0,17.0,24.0,4.6,342.0
11.5,0.0,0.0,57.0,48.0,12.0,23.0,4.0,355.0
11.2,0.0,0.0,12.0,8.0,4.0,9.0,5.1,8.0
10.6,0.0,0.0,57.0,59.0,7.0,0.0,4.9,343.0
11.1,0.0,0.0,95.0,100.0,8.0,0.0,2.2,279.0
9.1,0.0,0.0,97.0,100.0,11.0,0.0,4.8,257.0
9.3,0.0,0.0,94.0,100.0,7.0,0.0,8.3,275.0
9.4,0.0,0.0,92.0,100.0,3.0,0.0,5.2,282.0
9.0,0.0,0.0,90.0,100.0,0.0,0.0,2.3,231.0
8.5,0.0,0.0,90.0,100.0,0.0,0.0,3.6,233.0
9.1,0.0,0.0,90.0,100.0,0.0,0.0,1.3,214.0
9.4,0.0,0.0,90.0,100.0,0.0,0.0,3.3,221.0
10.0,0.0,0.0,90.0,100.0,0.0,0.0,5.6,230.0
10.5,0.0,0.0,89.0,99.0,0.0,0.0,7.7,229.0
11.5,0.0,0.0,82.0,91.0,0.0,0.0,7.9,227.0
13.7,0.0,0.0,69.0,77.0,0.0,0.0,9.2,219.0
15.1,0.0,0.0,67.0,74.0,0.0,0.0,10.4,214.0
16.1,0.0,0.0,50.0,48.0,12.0,0.0,12.0,189.0
17.0,0.0,0.0,10.0,3.0,12.0,0.0,13.5,164.0
17.2,0.0,0.0,24.0,13.0,21.0,0.0,15.8,153.0
17.1,0.0,0.0,30.0,7.0,40.0,0.0,16.5,148.0
16.8,0.0,0.0,47.0,26.0,39.0,1.0,12.9,162.0
15.8,0.0,0.0,25.0,1.0,37.0,7.0,10.4,136.0
14.7,0.0,0.0,33.0,1.0,46.0,15.0,4.6,129.0
13.4,0.0,0.0,71.0,15.0,87.0,17.0,4.3,132.0
12.6,0.0,0.0,89.0,42.0,75.0,22.0,5.4,143.0
12.3,0.0,0.0,77.0,29.0,74.0,20.0,3.6,360.0
11.9,0.4,0.4,94.0,38.0,96.0,8.0,8.1,347.0
11.8,0.3,0.3,100.0,99.0,100.0,0.0,9.0,344.0
11.5,0.1,0.1,100.0,99.0,99.0,0.0,8.9,339.0
11.6,0.0,0.0,100.0,80.0,96.0,0.0,8.2,337.0
11.8,0.0,0.0,87.0,39.0,87.0,0.0,11.0,319.0
11.5,0.2,0.2,53.0,10.0,74.0,0.0,13.2,317.0
10.9,0.2,0.2,49.0,0.0,82.0,0.0,12.1,323.0
10.2,0.0,0.0,49.0,0.0,80.0,4.0,5.4,290.0
9.6,0.0,0.0,50.0,36.0,29.0,0.0,10.3,295.0
9.6,0.0,0.0,48.0,27.0,40.0,0.0,15.0,312.0
9.8,0.0,0.0,50.0,32.0,35.0,0.0,17.8,318.0
10.1,0.0,0.0,59.0,31.0,51.0,0.0,18.1,317.0
11.0,0.0,0.0,33.0,14.0,34.0,0.0,18.1,316.0
11.7,0.0,0.0,35.0,18.0,32.0,0.0,17.9,310.0
12.4,0.0,0.0,34.0,12.0,38.0,0.0,17.7,303.0
12.6,0.0,0.0,64.0,35.0,54.0,0.0,18.2,300.0
12.9,0.0,0.0,44.0,14.0,53.0,0.0,20.3,300.0
12.6,0.0,0.0,35.0,14.0,37.0,0.0,21.6,300.0
12.1,0.0,0.0,64.0,43.0,42.0,0.0,22.1,298.0
11.8,0.0,0.0,63.0,23.0,66.0,8.0,21.0,301.0
11.0,0.0,0.0,53.0,44.0,19.0,8.0,20.3,307.0
10.2,0.0,0.0,75.0,46.0,54.0,4.0,17.2,307.0
9.5,0.0,0.0,62.0,25.0,65.0,0.0,15.0,300.0
9.2,0.0,0.0,42.0,15.0,48.0,0.0,14.2,294.0
8.6,0.0,0.0,56.0,14.0,72.0,0.0,13.9,287.0
8.7,0.0,0.0,49.0,12.0,63.0,0.0,13.9,280.0
8.6,0.0,0.0,30.0,1.0,49.0,0.0,14.2,277.0
8.3,0.0,0.0,34.0,1.0,30.0,49.0,14.5,276.0
8.2,0.0,0.0,71.0,4.0,83.0,60.0,14.5,276.0
8.3,0.0,0.0,82.0,1.0,95.0,80.0,15.1,273.0
8.4,0.0,0.0,90.0,1.0,100.0,97.0,15.9,274.0
8.7,0.0,0.0,86.0,0.0,95.0,95.0,13.1,279.0
8.4,0.1,0.1,81.0,7.0,89.0,72.0,13.7,272.0
8.7,0.0,0.0,69.0,10.0,77.0,47.0,16.9,272.0
9.2,0.0,0.0,74.0,19.0,52.0,84.0,20.3,283.0
9.5,0.0,0.0,100.0,57.0,96.0,88.0,21.1,295.0
10.0,0.0,0.0,100.0,89.0,98.0,41.0,22.7,306.0
9.8,0.0,0.0,100.0,61.0,98.0,84.0,23.4,307.0
10.2,0.0,0.0,100.0,99.0,93.0,91.0,24.6,305.0
10.4,0.0,0.0,100.0,89.0,100.0,94.0,23.7,306.0
10.9,0.1,0.1,100.0,43.0,99.0,76.0,21.6,303.0
10.9,0.1,0.1,100.0,47.0,100.0,25.0,20.5,308.0
11.1,0.1,0.1,72.0,15.0,96.0,4.0,15.3,326.0
10.6,0.2,0.2,83.0,24.0,100.0,4.0,14.2,344.0
10.6,0.0,0.0,62.0,0.0,100.0,6.0,12.6,360.0
10.5,0.0,0.0,59.0,0.0,99.0,0.0,10.9,6.0
10.7,0.0,0.0,46.0,0.0,74.0,6.0,11.2,2.0
10.7,0.0,0.0,50.0,0.0,84.0,0.0,9.2,334.0
9.9,0.0,0.0,44.0,0.0,67.0,12.0,8.9,310.0
9.8,0.0,0.0,44.0,0.0,37.0,74.0,8.0,288.0
9.6,0.0,0.0,25.0,0.0,11.0,61.0,7.9,267.0
9.5,0.0,0.0,11.0,0.0,17.0,3.0,10.4,256.0
9.6,0.0,0.0,16.0,0.0,26.0,0.0,12.3,255.0
9.3,0.0,0.0,22.0,0.0,37.0,0.0,12.5,258.0
8.9,0.0,0.0,3.0,0.0,5.0,0.0,11.5,266.0
8.4,0.0,0.0,4.0,0.0,7.0,0.0,10.1,270.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,282.0
10.5,0.0,0.0,0.0,0.0,0.0,0.0,9.7,285.0
12.5,0.0,0.0,0.0,0.0,0.0,0.0,10.6,294.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,300.0
17.6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,291.0
18.9,0.0,0.0,0.0,0.0,0.0,0.0,13.0,284.0
20.4,0.0,0.0,0.0,0.0,0.0,0.0,14.1,283.0
21.9,0.0,0.0,0.0,0.0,0.0,0.0,14.1,283.0
22.8,0.0,0.0,0.0,0.0,0.0,0.0,13.8,279.0
23.3,0.0,0.0,13.0,0.0,0.0,42.0,12.6,275.0
23.3,0.0,0.0,11.0,0.0,0.0,37.0,9.8,264.0
21.7,0.0,0.0,8.0,0.0,1.0,23.0,7.6,245.0
22.1,0.0,0.0,3.0,0.0,0.0,9.0,9.7,222.0
21.5,0.0,0.0,7.0,0.0,0.0,24.0,10.9,226.0
19.7,0.0,0.0,12.0,0.0,0.0,41.0,12.8,230.0
19.2,0.0,0.0,6.0,0.0,0.0,20.0,14.8,231.0
18.6,0.0,0.0,18.0,0.0,0.0,61.0,15.4,237.0
18.0,0.0,0.0,25.0,0.0,0.0,82.0,15.1,245.0
17.3,0.0,0.0,23.0,0.0,0.0,76.0,15.0,249.0
16.9,0.0,0.0,25.0,0.0,0.0,84.0,14.7,253.0
16.1,0.0,0.0,25.0,0.0,0.0,84.0,14.5,256.0
15.6,0.0,0.0,18.0,0.0,0.0,61.0,14.0,258.0
14.7,0.0,0.0,0.0,0.0,0.0,1.0,13.4,256.0
14.8,0.0,0.0,1.0,0.0,2.0,0.0,11.7,259.0
14.8,0.0,0.0,0.0,0.0,0.0,1.0,11.8,258.0
16.9,0.0,0.0,18.0,0.0,0.0,61.0,10.8,255.0
18.9,0.0,0.0,20.0,0.0,0.0,68.0,9.7,248.0
20.9,0.0,0.0,4.0,0.0,0.0,12.0,10.3,241.0
24.3,0.0,0.0,0.0,0.0,0.0,0.0,11.8,239.0
26.0,0.0,0.0,1.0,0.0,0.0,2.0,14.0,235.0
27.5,0.0,0.0,23.0,0.0,0.0,77.0,16.0,239.0
28.3,0.0,0.0,24.0,0.0,0.0,80.0,17.4,236.0
28.8,0.0,0.0,27.0,0.0,0.0,91.0,18.3,238.0
28.8,0.0,0.0,28.0,0.0,0.0,93.0,17.3,239.0
28.4,0.0,0.0,30.0,0.0,0.0,100.0,15.7,238.0
27.2,0.0,0.0,29.0,0.0,0.0,95.0,15.0,243.0
